artist,song,version,UG link,
The Cranberries,Zombie,1,https://tabs.ultimate-guitar.com/tab/the-cranberries/zombie-chords-844902
The Fray,How To Save A Life,1,https://tabs.ultimate-guitar.com/tab/the-fray/how-to-save-a-life-chords-258804
The Lumineers,Ho Hey,2,https://tabs.ultimate-guitar.com/tab/the-lumineers/ho-hey-chords-1144876
The Lumineers,Ophelia,1,https://tabs.ultimate-guitar.com/tab/the-lumineers/ophelia-chords-1812380
The Police,Every Breath You Take,8,https://tabs.ultimate-guitar.com/tab/the-police/every-breath-you-take-chords-1087239
The Police,Message In A Bottle,3,https://tabs.ultimate-guitar.com/tab/the-police/message-in-a-bottle-chords-1091383
The Police,Roxanne,3,https://tabs.ultimate-guitar.com/tab/the-police/roxanne-chords-953512
The Pretty Reckless,House On A Hill,1,https://tabs.ultimate-guitar.com/tab/the-pretty-reckless/house-on-a-hill-chords-1469130
The Who,Behind Blue Eyes,1,https://tabs.ultimate-guitar.com/tab/the-who/behind-blue-eyes-chords-90958
Theory of a Deadman,Rx Medicate,1,https://tabs.ultimate-guitar.com/tab/theory-of-a-deadman/rx-medicate-chords-2261637
Tom Walker,Leave A Light On,1,https://tabs.ultimate-guitar.com/tab/tom-walker/leave-a-light-on-chords-2207711
Tones And I,Dance Monkey,1,https://tabs.ultimate-guitar.com/tab/tones-and-i/dance-monkey-chords-2787730
Toto,Africa,1,https://tabs.ultimate-guitar.com/tab/toto/africa-chords-87063
Tue Loup,Mon Amant De Saint Jean,2,https://tabs.ultimate-guitar.com/tab/tue-loup/mon-amant-de-saint-jean-chords-1955091
U2,I Still Havent Found What Im Looking For,1,https://tabs.ultimate-guitar.com/tab/u2/i-still-havent-found-what-im-looking-for-chords-57139
U2,One,1,https://tabs.ultimate-guitar.com/tab/u2/one-chords-47269
U2,Staring At The Sun,1,https://tabs.ultimate-guitar.com/tab/u2/staring-at-the-sun-chords-174851
U2,Summer Rain,1,https://tabs.ultimate-guitar.com/tab/u2/summer-rain-chords-132609
U2,Sunday Bloody Sunday,1,https://tabs.ultimate-guitar.com/tab/u2/sunday-bloody-sunday-chords-443752
U2,With Or Without You,4,https://tabs.ultimate-guitar.com/tab/u2/with-or-without-you-chords-1071977
Vance Joy,Riptide,2,https://tabs.ultimate-guitar.com/tab/vance-joy/riptide-chords-1237247
Wham!,Wake Me Up Before You Go-Go,1,https://tabs.ultimate-guitar.com/tab/wham/wake-me-up-before-you-go-go-chords-1020178
Zaz,Je Veux,2,https://tabs.ultimate-guitar.com/tab/zaz/je-veux-chords-991205
